feature	motif1	motif2	motif.type	feature_type
RLG00003Zm00001d05616	0	1	motif2	TE
RLG00003Zm00001d05618	0	2	motif2	TE
RLG00003Zm00001d05619	0	1	motif2	TE
RLG00003Zm00001d05623	0	1	motif2	TE
RLG00003Zm00001d05625	0	2	motif2	TE
RLG00003Zm00001d05627	0	1	motif2	TE
RLG00003Zm00001d05628	0	1	motif2	TE
RLG00003Zm00001d05631	0	1	motif2	TE
RLG00003Zm00001d05635	0	1	motif2	TE
RLG00003Zm00001d05636	0	1	motif2	TE
RLG00003Zm00001d05637	1	0	motif1	TE
RLG00003Zm00001d05639	0	1	motif2	TE
RLG00003Zm00001d05640	0	1	motif2	TE
RLG00003Zm00001d05641	0	1	motif2	TE
RLG00003Zm00001d05645	0	1	motif2	TE
RLG00003Zm00001d05646	0	1	motif2	TE
RLG00003Zm00001d05648	0	1	motif2	TE
RLG00003Zm00001d05650	0	1	motif2	TE
RLG00003Zm00001d05651	0	1	motif2	TE
RLG00003Zm00001d05654	0	1	motif2	TE
RLG00003Zm00001d05655	0	1	motif2	TE
RLG00003Zm00001d05656	0	1	motif2	TE
RLG00003Zm00001d05657	0	1	motif2	TE
RLG00003Zm00001d05658	0	1	motif2	TE
RLG00003Zm00001d05659	0	1	motif2	TE
RLG00003Zm00001d05663	0	1	motif2	TE
RLG00003Zm00001d05664	0	1	motif2	TE
RLG00003Zm00001d05666	0	1	motif2	TE
RLG00003Zm00001d05669	0	1	motif2	TE
RLG00003Zm00001d05676	1	0	motif1	TE
RLG00003Zm00001d05677	0	1	motif2	TE
RLG00003Zm00001d05679	0	1	motif2	TE
RLG00003Zm00001d05682	0	1	motif2	TE
RLG00003Zm00001d05683	0	1	motif2	TE
RLG00003Zm00001d05687	0	1	motif2	TE
RLG00003Zm00001d05690	0	1	motif2	TE
RLG00003Zm00001d05696	0	1	motif2	TE
RLG00003Zm00001d05698	0	1	motif2	TE
RLG00003Zm00001d05701	1	0	motif1	TE
RLG00003Zm00001d05704	0	2	motif2	TE
RLG00003Zm00001d05708	0	1	motif2	TE
RLG00003Zm00001d05709	0	1	motif2	TE
RLG00003Zm00001d05710	0	1	motif2	TE
RLG00003Zm00001d05711	0	1	motif2	TE
RLG00003Zm00001d05717	0	1	motif2	TE
RLG00003Zm00001d05718	0	1	motif2	TE
RLG00003Zm00001d05720	0	1	motif2	TE
RLG00003Zm00001d05721	0	2	motif2	TE
RLG00003Zm00001d05722	0	1	motif2	TE
RLG00003Zm00001d05723	0	1	motif2	TE
RLG00003Zm00001d05725	0	1	motif2	TE
RLG00003Zm00001d05729	0	1	motif2	TE
RLG00003Zm00001d05730	0	1	motif2	TE
RLG00003Zm00001d05737	0	1	motif2	TE
RLG00003Zm00001d05741	0	1	motif2	TE
RLG00003Zm00001d05743	0	1	motif2	TE
RLG00003Zm00001d05746	0	1	motif2	TE
RLG00003Zm00001d05747	0	1	motif2	TE
RLG00003Zm00001d05748	0	1	motif2	TE
RLG00003Zm00001d05749	0	1	motif2	TE
RLG00003Zm00001d05751	0	2	motif2	TE
RLG00003Zm00001d05752	0	1	motif2	TE
RLG00003Zm00001d05757	0	1	motif2	TE
RLG00003Zm00001d05759	0	1	motif2	TE
RLG00003Zm00001d05760	0	1	motif2	TE
RLG00003Zm00001d05761	0	2	motif2	TE
RLG00003Zm00001d05762	0	1	motif2	TE
RLG00003Zm00001d05765	0	1	motif2	TE
RLG00003Zm00001d05766	0	1	motif2	TE
RLG00003Zm00001d05767	1	0	motif1	TE
RLG00003Zm00001d05768	0	1	motif2	TE
RLG00003Zm00001d05769	0	1	motif2	TE
RLG00003Zm00001d05770	1	0	motif1	TE
RLG00003Zm00001d05775	0	1	motif2	TE
RLG00003Zm00001d05778	0	1	motif2	TE
RLG00003Zm00001d05779	0	1	motif2	TE
RLG00003Zm00001d05780	0	1	motif2	TE
RLG00003Zm00001d05781	0	1	motif2	TE
RLG00003Zm00001d05784	0	1	motif2	TE
RLG00003Zm00001d05785	0	1	motif2	TE
RLG00003Zm00001d05786	0	1	motif2	TE
RLG00003Zm00001d05793	2	0	motif1	TE
RLG00003Zm00001d05794	0	1	motif2	TE
RLG00003Zm00001d05796	0	1	motif2	TE
RLG00003Zm00001d05797	0	1	motif2	TE
RLG00003Zm00001d05803	0	1	motif2	TE
RLG00003Zm00001d05805	0	2	motif2	TE
RLG00003Zm00001d05806	0	1	motif2	TE
RLG00003Zm00001d05807	0	1	motif2	TE
RLG00003Zm00001d05809	0	1	motif2	TE
RLG00003Zm00001d05810	0	1	motif2	TE
RLG00003Zm00001d05813	1	0	motif1	TE
RLG00003Zm00001d05815	0	1	motif2	TE
RLG00003Zm00001d05820	0	1	motif2	TE
RLG00003Zm00001d05822	0	1	motif2	TE
RLG00003Zm00001d05823	0	1	motif2	TE
RLG00003Zm00001d05824	0	1	motif2	TE
RLG00003Zm00001d05825	0	1	motif2	TE
RLG00003Zm00001d05826	0	1	motif2	TE
RLG00003Zm00001d05833	0	2	motif2	TE
RLG00003Zm00001d05835	0	1	motif2	TE
RLG00003Zm00001d05837	0	2	motif2	TE
RLG00003Zm00001d05838	0	1	motif2	TE
RLG00003Zm00001d05841	0	1	motif2	TE
RLG00003Zm00001d05845	0	1	motif2	TE
RLG00003Zm00001d05846	0	1	motif2	TE
RLG00003Zm00001d05849	0	1	motif2	TE
RLG00003Zm00001d05851	0	1	motif2	TE
RLG00003Zm00001d05855	0	1	motif2	TE
RLG00003Zm00001d05857	0	1	motif2	TE
RLG00003Zm00001d05859	0	1	motif2	TE
RLG00003Zm00001d05862	0	1	motif2	TE
RLG00003Zm00001d05870	0	1	motif2	TE
RLG00003Zm00001d05872	0	1	motif2	TE
RLG00003Zm00001d05873	0	1	motif2	TE
RLG00003Zm00001d05876	0	1	motif2	TE
RLG00003Zm00001d05877	0	1	motif2	TE
RLG00003Zm00001d05879	0	1	motif2	TE
RLG00003Zm00001d05880	0	1	motif2	TE
RLG00003Zm00001d05882	0	1	motif2	TE
RLG00003Zm00001d05890	0	1	motif2	TE
RLG00003Zm00001d05891	0	1	motif2	TE
RLG00003Zm00001d05894	0	1	motif2	TE
RLG00003Zm00001d05900	0	1	motif2	TE
RLG00003Zm00001d05901	0	1	motif2	TE
RLG00003Zm00001d05905	0	1	motif2	TE
RLG00003Zm00001d05909	0	1	motif2	TE
RLG00003Zm00001d05911	0	1	motif2	TE
RLG00003Zm00001d05912	0	2	motif2	TE
RLG00003Zm00001d05916	0	1	motif2	TE
RLG00003Zm00001d05921	0	1	motif2	TE
RLG00003Zm00001d05922	0	1	motif2	TE
RLG00003Zm00001d05923	1	1	both	TE
RLG00003Zm00001d05930	0	1	motif2	TE
RLG00003Zm00001d05931	0	1	motif2	TE
RLG00003Zm00001d05935	0	1	motif2	TE
RLG00003Zm00001d05936	0	1	motif2	TE
RLG00003Zm00001d05940	0	2	motif2	TE
RLG00003Zm00001d05941	0	1	motif2	TE
RLG00003Zm00001d05942	0	1	motif2	TE
RLG00003Zm00001d05943	0	1	motif2	TE
RLG00003Zm00001d05944	0	1	motif2	TE
RLG00003Zm00001d05946	0	1	motif2	TE
RLG00003Zm00001d05948	0	1	motif2	TE
RLG00003Zm00001d05950	0	1	motif2	TE
RLG00003Zm00001d05952	0	1	motif2	TE
RLG00003Zm00001d05957	0	1	motif2	TE
RLG00003Zm00001d05959	0	1	motif2	TE
RLG00003Zm00001d05963	1	1	both	TE
RLG00003Zm00001d05964	0	1	motif2	TE
RLG00003Zm00001d05966	0	1	motif2	TE
RLG00003Zm00001d05967	0	1	motif2	TE
RLG00003Zm00001d05971	0	1	motif2	TE
RLG00003Zm00001d05972	0	1	motif2	TE
RLG00003Zm00001d05975	0	1	motif2	TE
RLG00003Zm00001d05976	0	1	motif2	TE
RLG00003Zm00001d05982	0	1	motif2	TE
RLG00003Zm00001d05984	0	1	motif2	TE
RLG00003Zm00001d05987	0	1	motif2	TE
RLG00003Zm00001d05990	0	1	motif2	TE
RLG00003Zm00001d05994	0	1	motif2	TE
RLG00003Zm00001d05995	0	1	motif2	TE
RLG00003Zm00001d05997	0	1	motif2	TE
RLG00003Zm00001d05998	0	1	motif2	TE
RLG00003Zm00001d06000	0	1	motif2	TE
RLG00003Zm00001d06003	0	1	motif2	TE
RLG00003Zm00001d06007	0	1	motif2	TE
RLG00003Zm00001d06008	0	2	motif2	TE
RLG00003Zm00001d06010	0	1	motif2	TE
RLG00003Zm00001d06011	0	1	motif2	TE
RLG00003Zm00001d06015	0	1	motif2	TE
RLG00003Zm00001d06017	0	1	motif2	TE
RLG00003Zm00001d06020	0	1	motif2	TE
RLG00003Zm00001d06021	0	1	motif2	TE
RLG00003Zm00001d06028	0	1	motif2	TE
RLG00003Zm00001d06029	0	1	motif2	TE
RLG00003Zm00001d06033	0	2	motif2	TE
RLG00003Zm00001d06034	1	0	motif1	TE
RLG00003Zm00001d06035	0	2	motif2	TE
RLG00003Zm00001d06037	0	2	motif2	TE
RLG00003Zm00001d06038	0	1	motif2	TE
RLG00003Zm00001d06039	0	1	motif2	TE
RLG00003Zm00001d06040	0	1	motif2	TE
RLG00003Zm00001d06043	0	1	motif2	TE
RLG00003Zm00001d06044	0	1	motif2	TE
RLG00003Zm00001d06047	0	1	motif2	TE
RLG00003Zm00001d06050	0	1	motif2	TE
RLG00003Zm00001d06052	0	1	motif2	TE
RLG00003Zm00001d06055	0	1	motif2	TE
RLG00003Zm00001d06067	1	0	motif1	TE
RLG00003Zm00001d06082	0	1	motif2	TE
RLG00003Zm00001d06085	0	1	motif2	TE
RLG00003Zm00001d06086	0	1	motif2	TE
RLG00003Zm00001d06089	0	1	motif2	TE
RLG00003Zm00001d06092	0	1	motif2	TE
RLG00003Zm00001d06094	0	1	motif2	TE
RLG00003Zm00001d06100	0	2	motif2	TE
RLG00003Zm00001d06103	0	1	motif2	TE
RLG00003Zm00001d06104	0	1	motif2	TE
RLG00003Zm00001d06110	0	1	motif2	TE
RLG00003Zm00001d06111	0	1	motif2	TE
RLG00003Zm00001d06112	0	1	motif2	TE
RLG00003Zm00001d06114	0	1	motif2	TE
RLG00003Zm00001d06117	0	1	motif2	TE
RLG00003Zm00001d06118	0	1	motif2	TE
RLG00003Zm00001d06120	0	1	motif2	TE
RLG00003Zm00001d06121	0	1	motif2	TE
RLG00003Zm00001d06125	0	1	motif2	TE
RLG00003Zm00001d06127	0	1	motif2	TE
RLG00003Zm00001d06129	0	1	motif2	TE
RLG00003Zm00001d06135	1	1	both	TE
RLG00003Zm00001d06136	0	1	motif2	TE
RLG00003Zm00001d06139	0	1	motif2	TE
RLG00003Zm00001d06142	0	1	motif2	TE
RLG00003Zm00001d06144	0	1	motif2	TE
RLG00003Zm00001d06147	0	1	motif2	TE
RLG00003Zm00001d06148	0	1	motif2	TE
RLG00003Zm00001d06149	1	0	motif1	TE
RLG00003Zm00001d06153	0	1	motif2	TE
RLG00003Zm00001d06155	0	1	motif2	TE
RLG00003Zm00001d06161	0	1	motif2	TE
RLG00003Zm00001d06167	0	1	motif2	TE
RLG00003Zm00001d06172	0	1	motif2	TE
RLG00003Zm00001d06173	0	1	motif2	TE
RLG00003Zm00001d06175	0	1	motif2	TE
RLG00003Zm00001d06179	0	1	motif2	TE
RLG00003Zm00001d06184	0	1	motif2	TE
RLG00003Zm00001d06185	0	1	motif2	TE
RLG00003Zm00001d06186	0	1	motif2	TE
RLG00003Zm00001d06188	0	1	motif2	TE
RLG00003Zm00001d06189	0	1	motif2	TE
RLG00003Zm00001d06190	0	1	motif2	TE
RLG00003Zm00001d06195	0	1	motif2	TE
RLG00003Zm00001d06198	0	1	motif2	TE
RLG00003Zm00001d06201	0	1	motif2	TE
RLG00003Zm00001d06205	0	1	motif2	TE
RLG00003Zm00001d06215	0	1	motif2	TE
RLG00003Zm00001d06216	0	1	motif2	TE
RLG00003Zm00001d06219	0	1	motif2	TE
RLG00003Zm00001d06222	0	1	motif2	TE
RLG00003Zm00001d06223	0	1	motif2	TE
RLG00003Zm00001d06224	0	1	motif2	TE
RLG00003Zm00001d06228	0	1	motif2	TE
RLG00003Zm00001d06231	0	2	motif2	TE
RLG00003Zm00001d06233	0	1	motif2	TE
RLG00003Zm00001d06235	1	0	motif1	TE
RLG00003Zm00001d06239	0	1	motif2	TE
RLG00003Zm00001d06241	0	1	motif2	TE
RLG00003Zm00001d06243	0	1	motif2	TE
RLG00003Zm00001d06244	0	1	motif2	TE
RLG00003Zm00001d06249	0	2	motif2	TE
RLG00003Zm00001d06251	0	1	motif2	TE
RLG00003Zm00001d06254	0	1	motif2	TE
RLG00003Zm00001d06257	0	1	motif2	TE
RLG00003Zm00001d06259	0	1	motif2	TE
RLG00003Zm00001d06260	0	1	motif2	TE
RLG00003Zm00001d06262	0	1	motif2	TE
RLG00003Zm00001d06263	0	1	motif2	TE
RLG00003Zm00001d06265	0	1	motif2	TE
RLG00003Zm00001d06266	0	1	motif2	TE
RLG00003Zm00001d06267	1	1	both	TE
RLG00003Zm00001d06274	0	1	motif2	TE
RLG00003Zm00001d06281	0	1	motif2	TE
RLG00003Zm00001d06283	0	2	motif2	TE
RLG00003Zm00001d06286	0	1	motif2	TE
RLG00003Zm00001d06287	1	0	motif1	TE
RLG00003Zm00001d06288	0	1	motif2	TE
RLG00003Zm00001d06289	0	1	motif2	TE
RLG00003Zm00001d06291	0	1	motif2	TE
RLG00003Zm00001d06294	0	1	motif2	TE
RLG00003Zm00001d06296	0	1	motif2	TE
RLG00003Zm00001d06297	0	1	motif2	TE
RLG00003Zm00001d06300	0	1	motif2	TE
RLG00003Zm00001d06302	0	1	motif2	TE
RLG00003Zm00001d06304	0	1	motif2	TE
RLG00003Zm00001d06305	0	1	motif2	TE
RLG00003Zm00001d06306	0	2	motif2	TE
RLG00003Zm00001d06309	0	1	motif2	TE
RLG00003Zm00001d06312	0	1	motif2	TE
RLG00003Zm00001d06314	0	1	motif2	TE
RLG00003Zm00001d06315	0	1	motif2	TE
RLG00003Zm00001d06320	0	1	motif2	TE
RLG00003Zm00001d06321	0	1	motif2	TE
RLG00003Zm00001d06322	0	1	motif2	TE
RLG00003Zm00001d06323	0	1	motif2	TE
RLG00003Zm00001d06328	0	1	motif2	TE
RLG00003Zm00001d06330	0	1	motif2	TE
RLG00003Zm00001d06332	0	1	motif2	TE
RLG00003Zm00001d06335	0	1	motif2	TE
RLG00003Zm00001d06345	0	1	motif2	TE
RLG00003Zm00001d06351	0	1	motif2	TE
RLG00003Zm00001d06353	0	1	motif2	TE
RLG00003Zm00001d06354	0	1	motif2	TE
RLG00003Zm00001d06355	0	1	motif2	TE
RLG00003Zm00001d06356	0	1	motif2	TE
RLG00003Zm00001d06357	0	1	motif2	TE
RLG00003Zm00001d06358	0	1	motif2	TE
RLG00003Zm00001d06361	2	0	motif1	TE
RLG00003Zm00001d06364	0	1	motif2	TE
RLG00003Zm00001d06367	0	1	motif2	TE
RLG00003Zm00001d06369	0	1	motif2	TE
RLG00003Zm00001d06372	0	1	motif2	TE
RLG00003Zm00001d06373	0	1	motif2	TE
RLG00003Zm00001d06374	0	1	motif2	TE
RLG00003Zm00001d06376	0	1	motif2	TE
RLG00003Zm00001d06377	0	1	motif2	TE
RLG00003Zm00001d06382	0	2	motif2	TE
RLG00003Zm00001d06390	0	1	motif2	TE
RLG00003Zm00001d06395	0	1	motif2	TE
RLG00003Zm00001d06396	0	1	motif2	TE
RLG00003Zm00001d06400	0	1	motif2	TE
RLG00003Zm00001d06405	0	1	motif2	TE
RLG00003Zm00001d06406	0	1	motif2	TE
RLG00003Zm00001d06409	0	1	motif2	TE
RLG00003Zm00001d06411	0	1	motif2	TE
RLG00003Zm00001d06414	0	1	motif2	TE
RLG00003Zm00001d06416	0	1	motif2	TE
RLG00003Zm00001d06420	0	1	motif2	TE
RLG00003Zm00001d06427	0	1	motif2	TE
RLG00003Zm00001d06428	0	1	motif2	TE
RLG00003Zm00001d06431	0	2	motif2	TE
RLG00003Zm00001d06434	0	1	motif2	TE
RLG00003Zm00001d06435	0	1	motif2	TE
RLG00003Zm00001d06436	0	1	motif2	TE
RLG00003Zm00001d06438	0	1	motif2	TE
RLG00003Zm00001d06440	0	1	motif2	TE
RLG00003Zm00001d06441	0	1	motif2	TE
RLG00003Zm00001d06446	0	1	motif2	TE
RLG00003Zm00001d06448	0	1	motif2	TE
RLG00003Zm00001d06449	0	1	motif2	TE
RLG00003Zm00001d06458	0	1	motif2	TE
RLG00003Zm00001d06462	0	1	motif2	TE
RLG00003Zm00001d06464	0	1	motif2	TE
RLG00003Zm00001d06467	0	1	motif2	TE
RLG00003Zm00001d06469	0	1	motif2	TE
RLG00003Zm00001d06472	0	1	motif2	TE
RLG00003Zm00001d06475	0	1	motif2	TE
RLG00003Zm00001d06476	0	1	motif2	TE
RLG00003Zm00001d06482	0	1	motif2	TE
RLG00003Zm00001d06484	0	1	motif2	TE
RLG00003Zm00001d06485	0	1	motif2	TE
RLG00003Zm00001d06487	0	1	motif2	TE
RLG00003Zm00001d06489	0	1	motif2	TE
RLG00003Zm00001d06490	0	1	motif2	TE
RLG00003Zm00001d06493	0	1	motif2	TE
RLG00003Zm00001d06495	0	1	motif2	TE
RLG00003Zm00001d06496	0	1	motif2	TE
RLG00003Zm00001d06497	0	1	motif2	TE
RLG00003Zm00001d06506	0	1	motif2	TE
RLG00003Zm00001d06510	0	1	motif2	TE
RLG00003Zm00001d06511	0	2	motif2	TE
RLG00003Zm00001d06516	0	1	motif2	TE
RLG00003Zm00001d06521	0	1	motif2	TE
RLG00003Zm00001d06525	0	1	motif2	TE
RLG00003Zm00001d06528	0	1	motif2	TE
RLG00003Zm00001d06533	0	1	motif2	TE
RLG00003Zm00001d06535	0	1	motif2	TE
RLG00003Zm00001d06537	0	1	motif2	TE
RLG00003Zm00001d06540	0	1	motif2	TE
RLG00003Zm00001d06542	0	1	motif2	TE
RLG00003Zm00001d06543	0	1	motif2	TE
RLG00003Zm00001d06544	0	1	motif2	TE
RLG00003Zm00001d06547	0	1	motif2	TE
RLG00003Zm00001d06548	0	1	motif2	TE
RLG00003Zm00001d06549	0	1	motif2	TE
RLG00003Zm00001d06550	0	1	motif2	TE
RLG00003Zm00001d06552	0	1	motif2	TE
RLG00003Zm00001d06556	0	1	motif2	TE
RLG00003Zm00001d06560	0	1	motif2	TE
RLG00003Zm00001d06561	0	1	motif2	TE
RLG00003Zm00001d06562	0	1	motif2	TE
RLG00003Zm00001d06563	0	1	motif2	TE
RLG00003Zm00001d06568	0	1	motif2	TE
RLG00003Zm00001d06569	0	1	motif2	TE
RLG00003Zm00001d06572	0	1	motif2	TE
RLG00003Zm00001d06573	0	1	motif2	TE
RLG00003Zm00001d06574	1	0	motif1	TE
RLG00003Zm00001d06577	0	1	motif2	TE
RLG00003Zm00001d06578	0	1	motif2	TE
RLG00003Zm00001d06582	0	1	motif2	TE
RLG00003Zm00001d06584	0	1	motif2	TE
RLG00003Zm00001d06585	0	1	motif2	TE
RLG00003Zm00001d06586	0	1	motif2	TE
RLG00003Zm00001d06588	0	1	motif2	TE
RLG00003Zm00001d06594	1	1	both	TE
RLG00003Zm00001d06601	0	1	motif2	TE
RLG00003Zm00001d06602	0	1	motif2	TE
RLG00003Zm00001d06605	0	1	motif2	TE
RLG00003Zm00001d06607	1	1	both	TE
RLG00003Zm00001d06610	0	1	motif2	TE
RLG00003Zm00001d06611	0	1	motif2	TE
RLG00003Zm00001d06613	0	1	motif2	TE
RLG00003Zm00001d06617	0	1	motif2	TE
RLG00003Zm00001d06619	0	1	motif2	TE
RLG00003Zm00001d06623	0	1	motif2	TE
RLG00003Zm00001d06628	0	1	motif2	TE
RLG00003Zm00001d06631	0	1	motif2	TE
RLG00003Zm00001d06634	0	1	motif2	TE
RLG00003Zm00001d06635	0	1	motif2	TE
RLG00003Zm00001d06637	0	1	motif2	TE
RLG00003Zm00001d06639	0	1	motif2	TE
RLG00003Zm00001d06641	0	1	motif2	TE
RLG00003Zm00001d06643	0	1	motif2	TE
RLG00003Zm00001d06645	1	1	both	TE
RLG00003Zm00001d06646	0	1	motif2	TE
RLG00003Zm00001d06648	0	2	motif2	TE
RLG00003Zm00001d06649	0	1	motif2	TE
RLG00003Zm00001d06654	0	1	motif2	TE
RLG00003Zm00001d06655	0	1	motif2	TE
RLG00003Zm00001d06656	0	1	motif2	TE
RLG00003Zm00001d06658	0	1	motif2	TE
RLG00003Zm00001d06661	0	1	motif2	TE
RLG00003Zm00001d06666	0	1	motif2	TE
RLG00003Zm00001d06669	0	1	motif2	TE
RLG00003Zm00001d06670	0	1	motif2	TE
RLG00003Zm00001d06671	0	1	motif2	TE
RLG00003Zm00001d06674	0	2	motif2	TE
RLG00003Zm00001d06676	0	1	motif2	TE
RLG00003Zm00001d06680	0	1	motif2	TE
RLG00003Zm00001d06681	0	1	motif2	TE
RLG00003Zm00001d06685	0	1	motif2	TE
RLG00003Zm00001d06686	0	1	motif2	TE
RLG00003Zm00001d06687	0	1	motif2	TE
RLG00003Zm00001d06693	0	2	motif2	TE
RLG00003Zm00001d06696	0	1	motif2	TE
RLG00003Zm00001d06697	0	1	motif2	TE
RLG00003Zm00001d06698	0	1	motif2	TE
RLG00003Zm00001d06699	0	1	motif2	TE
RLG00003Zm00001d06700	1	1	both	TE
RLG00003Zm00001d06704	0	1	motif2	TE
RLG00003Zm00001d06705	0	2	motif2	TE
RLG00003Zm00001d06711	0	1	motif2	TE
RLG00003Zm00001d06712	0	1	motif2	TE
RLG00003Zm00001d06716	0	1	motif2	TE
RLG00003Zm00001d06720	0	1	motif2	TE
RLG00003Zm00001d06721	0	1	motif2	TE
RLG00003Zm00001d06723	0	1	motif2	TE
RLG00003Zm00001d06724	0	1	motif2	TE
RLG00003Zm00001d06728	0	1	motif2	TE
RLG00003Zm00001d06729	0	1	motif2	TE
RLG00003Zm00001d06730	0	1	motif2	TE
RLG00003Zm00001d06731	0	1	motif2	TE
RLG00003Zm00001d06734	0	1	motif2	TE
RLG00003Zm00001d06738	0	1	motif2	TE
RLG00003Zm00001d06739	0	1	motif2	TE
RLG00003Zm00001d06742	0	1	motif2	TE
RLG00003Zm00001d06750	0	2	motif2	TE
RLG00003Zm00001d06751	0	1	motif2	TE
RLG00003Zm00001d06758	1	0	motif1	TE
RLG00003Zm00001d06761	0	1	motif2	TE
RLG00003Zm00001d06762	0	1	motif2	TE
RLG00003Zm00001d06764	0	1	motif2	TE
RLG00003Zm00001d06768	0	1	motif2	TE
RLG00003Zm00001d06769	0	1	motif2	TE
RLG00003Zm00001d06771	0	1	motif2	TE
RLG00003Zm00001d06775	0	1	motif2	TE
RLG00003Zm00001d06778	0	1	motif2	TE
RLG00003Zm00001d06779	0	1	motif2	TE
RLG00003Zm00001d06782	0	1	motif2	TE
RLG00003Zm00001d06783	0	1	motif2	TE
RLG00003Zm00001d06784	0	1	motif2	TE
RLG00003Zm00001d06785	0	1	motif2	TE
RLG00003Zm00001d06789	0	1	motif2	TE
RLG00003Zm00001d06790	0	1	motif2	TE
RLG00003Zm00001d06796	0	1	motif2	TE
RLG00003Zm00001d06800	0	1	motif2	TE
RLG00003Zm00001d06802	0	1	motif2	TE
RLG00003Zm00001d06806	0	1	motif2	TE
RLG00003Zm00001d06809	0	1	motif2	TE
RLG00003Zm00001d06811	0	1	motif2	TE
RLG00003Zm00001d06812	3	0	motif1	TE
RLG00003Zm00001d06813	0	2	motif2	TE
RLG00003Zm00001d06814	0	1	motif2	TE
RLG00003Zm00001d06816	0	1	motif2	TE
RLG00003Zm00001d06818	0	1	motif2	TE
RLG00003Zm00001d06821	1	0	motif1	TE
RLG00003Zm00001d06822	1	0	motif1	TE
RLG00003Zm00001d06823	0	1	motif2	TE
RLG00003Zm00001d06825	0	2	motif2	TE
RLG00003Zm00001d06827	0	1	motif2	TE
RLG00003Zm00001d06830	0	1	motif2	TE
RLG00003Zm00001d06831	0	1	motif2	TE
RLG00003Zm00001d06832	0	1	motif2	TE
RLG00003Zm00001d06834	0	1	motif2	TE
RLG00003Zm00001d06835	0	1	motif2	TE
RLG00003Zm00001d06839	0	2	motif2	TE
RLG00003Zm00001d06840	0	1	motif2	TE
RLG00003Zm00001d06843	0	1	motif2	TE
RLG00003Zm00001d06844	0	1	motif2	TE
RLG00003Zm00001d06845	0	1	motif2	TE
RLG00003Zm00001d06852	0	1	motif2	TE
RLG00003Zm00001d06854	0	1	motif2	TE
RLG00003Zm00001d06858	0	1	motif2	TE
RLG00003Zm00001d06862	0	1	motif2	TE
RLG00003Zm00001d06863	0	1	motif2	TE
RLG00003Zm00001d06867	0	1	motif2	TE
RLG00003Zm00001d06870	0	1	motif2	TE
RLG00003Zm00001d06873	0	1	motif2	TE
RLG00003Zm00001d06874	0	1	motif2	TE
RLG00003Zm00001d06875	0	1	motif2	TE
RLG00003Zm00001d06876	0	1	motif2	TE
RLG00003Zm00001d06877	0	1	motif2	TE
RLG00003Zm00001d06878	0	1	motif2	TE
RLG00003Zm00001d06879	0	1	motif2	TE
RLG00003Zm00001d06880	0	1	motif2	TE
RLG00003Zm00001d06884	0	1	motif2	TE
RLG00003Zm00001d06886	0	1	motif2	TE
RLG00003Zm00001d06887	0	1	motif2	TE
RLG00003Zm00001d06891	0	1	motif2	TE
RLG00003Zm00001d06893	0	1	motif2	TE
RLG00003Zm00001d06896	0	1	motif2	TE
RLG00003Zm00001d06897	0	1	motif2	TE
RLG00003Zm00001d06903	0	1	motif2	TE
RLG00003Zm00001d06906	0	1	motif2	TE
RLG00003Zm00001d06907	0	1	motif2	TE
RLG00003Zm00001d06908	0	1	motif2	TE
RLG00003Zm00001d06912	0	1	motif2	TE
RLG00003Zm00001d06915	0	1	motif2	TE
RLG00003Zm00001d06916	0	1	motif2	TE
RLG00003Zm00001d06924	0	1	motif2	TE
RLG00003Zm00001d06925	0	1	motif2	TE
RLG00003Zm00001d06926	0	1	motif2	TE
RLG00003Zm00001d06930	2	0	motif1	TE
RLG00003Zm00001d06933	0	1	motif2	TE
RLG00003Zm00001d06934	0	1	motif2	TE
RLG00003Zm00001d06938	0	1	motif2	TE
RLG00003Zm00001d06939	0	1	motif2	TE
RLG00003Zm00001d06940	0	1	motif2	TE
RLG00003Zm00001d06941	0	2	motif2	TE
RLG00003Zm00001d06946	0	1	motif2	TE
RLG00003Zm00001d06948	0	1	motif2	TE
RLG00003Zm00001d06951	0	2	motif2	TE
RLG00003Zm00001d06953	0	1	motif2	TE
RLG00003Zm00001d06956	0	1	motif2	TE
RLG00003Zm00001d06958	0	1	motif2	TE
RLG00003Zm00001d06959	0	1	motif2	TE
RLG00003Zm00001d06960	0	1	motif2	TE
RLG00003Zm00001d06961	1	0	motif1	TE
RLG00003Zm00001d06962	0	1	motif2	TE
RLG00003Zm00001d06963	0	1	motif2	TE
RLG00003Zm00001d06964	0	1	motif2	TE
RLG00003Zm00001d06965	0	1	motif2	TE
RLG00003Zm00001d06967	0	1	motif2	TE
RLG00003Zm00001d06969	0	1	motif2	TE
RLG00003Zm00001d06972	0	1	motif2	TE
RLG00003Zm00001d06976	0	1	motif2	TE
RLG00003Zm00001d06977	0	1	motif2	TE
RLG00003Zm00001d06978	0	1	motif2	TE
RLG00003Zm00001d06980	0	1	motif2	TE
RLG00003Zm00001d06981	0	1	motif2	TE
RLG00003Zm00001d06982	0	1	motif2	TE
RLG00003Zm00001d06983	0	1	motif2	TE
RLG00003Zm00001d06984	0	1	motif2	TE
RLG00003Zm00001d06985	0	1	motif2	TE
RLG00003Zm00001d06986	0	1	motif2	TE
RLG00003Zm00001d06992	0	1	motif2	TE
RLG00003Zm00001d06993	0	1	motif2	TE
RLG00003Zm00001d06994	0	1	motif2	TE
RLG00003Zm00001d06997	0	1	motif2	TE
