feature	filter.imprint.BW	syntelog.BW	imprinted.both.BW	filter.imprint.BP	syntelog.BP	feature_type	imprint	syntelog	agreement	expression.type	motif1	motif2	motif.type	either.motif	imprint.syntelog	syntenic.grasses	has.go.term
Zm00001d033574	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d033575	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d033578	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033579	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033580	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033585	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033589	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033590	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033591	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033594	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033596	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033597	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033600	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033606	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033610	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033611	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033616	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033620	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033621	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033625	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033632	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033633	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033634	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033635	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033642	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033645	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033646	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033647	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033649	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033651	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033652	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033654	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033655	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033657	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033665	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033666	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d033668	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033669	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033670	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033674	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033675	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033680	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033682	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033684	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033704	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033705	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033706	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033707	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033708	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033714	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033726	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033727	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033730	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d033731	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033734	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033738	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033741	not.detected	NA	NA	no.imprint	non.syntelog	gene	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d033742	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033744	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033745	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033746	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033747	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033749	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033750	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033751	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033753	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033764	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033766	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033767	no.imprint	non.syntelog	non.syntelog	not.detected	NA	gene	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d033775	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033776	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033777	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033780	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033782	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	no.GO
Zm00001d033786	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033787	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	no.GO
Zm00001d033788	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033790	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033792	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033795	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033798	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033800	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033805	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033817	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033818	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033822	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033824	not.detected	NA	NA	PEG	syntelog	gene	PEG	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	PEG_conserved.maize	nonsyntenic.grasses	no.GO
Zm00001d033825	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033827	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033830	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033836	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033837	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033839	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033840	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d033842	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033843	no.imprint	syntelog	no.imprint	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	nonsyntenic.grasses	no.GO
Zm00001d033846	no.imprint	non.syntelog	non.syntelog	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	no.GO
Zm00001d033847	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033849	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033850	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033853	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033854	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033855	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033858	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d033866	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033869	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033873	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033876	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033879	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	no.GO
Zm00001d033884	no.imprint	syntelog	no.imprint	not.detected	NA	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033886	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033890	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033892	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033895	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033896	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033897	no.imprint	non.syntelog	non.syntelog	no.imprint	syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	syntenic.grasses	GO.term(s)
Zm00001d033902	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	GO.term(s)
Zm00001d033903	no.imprint	non.syntelog	non.syntelog	no.imprint	non.syntelog	gene	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	nonsyntenic.grasses	GO.term(s)
Zm00001d033905	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033906	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033909	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_conserved.maize	nonsyntenic.grasses	no.GO
Zm00001d033910	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033912	not.detected	NA	NA	no.imprint	syntelog	gene	no.imprint	conserved.maize	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
Zm00001d033913	no.imprint	syntelog	no.imprint	no.imprint	syntelog	gene	no.imprint	conserved.maize	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_conserved.maize	syntenic.grasses	GO.term(s)
