gene	TE
Zm00001d013636	DHH00002Zm00001d08521
Zm00001d013648	RLC00002Zm00001d11779
Zm00001d013663	RLX18799Zm00001d00001
Zm00001d013701	DHH00002Zm00001d08524
Zm00001d013718	DHH00002Zm00001d03217
Zm00001d013719	RLX20154Zm00001d00001
Zm00001d013726	RLC00004Zm00001d11817
Zm00001d013727	RLC00004Zm00001d11817
Zm00001d013726	RLX20153Zm00001d00001
Zm00001d013726	DHH00002Zm00001d08528
Zm00001d013752	RLG00001Zm00001d13832
Zm00001d013752	RLC00002Zm00001d05732
Zm00001d013760	DHH00002Zm00001d08530
Zm00001d013760	RLX03681Zm00001d00002
Zm00001d013770	RLX09883Zm00001d00001
Zm00001d013793	RLX20152Zm00001d00001
Zm00001d013802	DHH00002Zm00001d08533
Zm00001d013808	DHH00002Zm00001d03226
Zm00001d013815	DHH00002Zm00001d03229
Zm00001d013831	DHH00002Zm00001d08537
Zm00001d013855	RLG18068Zm00001d00001
Zm00001d013864	RIT00001Zm00001d00097
Zm00001d013904	RLX03089Zm00001d00002
Zm00001d013903	RLX03089Zm00001d00002
Zm00001d013924	RLX09863Zm00001d00001
Zm00001d013936	DHH00002Zm00001d03239
Zm00001d013980	RLX18797Zm00001d00001
Zm00001d013988	DHH00350Zm00001d00002
Zm00001d014020	DHH00002Zm00001d08555
Zm00001d014031	RLG00003Zm00001d12814
Zm00001d014052	RLC00067Zm00001d00014
Zm00001d014053	RLC00067Zm00001d00014
Zm00001d014054	RLC00067Zm00001d00014
Zm00001d014052	RLC00004Zm00001d11821
Zm00001d014053	RLC00004Zm00001d11821
Zm00001d014054	RLC00004Zm00001d11821
Zm00001d014070	RLX20147Zm00001d00001
Zm00001d014075	RLC20146Zm00001d00001
Zm00001d014103	DHH00002Zm00001d03265
Zm00001d014106	DHH00002Zm00001d03267
Zm00001d014107	DHH00002Zm00001d03267
Zm00001d014114	DHH01325Zm00001d00001
Zm00001d014147	DHH00002Zm00001d03274
Zm00001d014148	DHH00002Zm00001d03274
Zm00001d014170	RLC00063Zm00001d00042
Zm00001d014171	RLC00063Zm00001d00042
Zm00001d014172	RLC00063Zm00001d00042
Zm00001d014173	RLC00063Zm00001d00042
Zm00001d014169	RLC00063Zm00001d00042
Zm00001d014169	DHH00002Zm00001d03275
Zm00001d014171	DHH00002Zm00001d03276
Zm00001d014172	DHH00002Zm00001d03276
Zm00001d014173	DHH00002Zm00001d03276
Zm00001d014177	DHH00002Zm00001d03277
Zm00001d014233	DHH00002Zm00001d03285
Zm00001d014252	DHH00002Zm00001d08576
Zm00001d014260	DHH00002Zm00001d08577
Zm00001d014262	DHH00002Zm00001d03287
Zm00001d014294	RLG00106Zm00001d00025
Zm00001d014335	DHH00002Zm00001d03294
Zm00001d014338	DHH00008Zm00001d01084
Zm00001d014348	DHH00002Zm00001d03296
Zm00001d014353	RLG00003Zm00001d11950
Zm00001d014353	RLG00453Zm00001d00005
Zm00001d014353	RLX09770Zm00001d00001
Zm00001d014384	RIT00001Zm00001d00170
Zm00001d014389	DHH00002Zm00001d08588
Zm00001d014398	RLX09762Zm00001d00001
Zm00001d014399	RLX09762Zm00001d00001
Zm00001d014397	RLX09762Zm00001d00001
Zm00001d014401	DHH00002Zm00001d03301
Zm00001d014406	DHH00002Zm00001d03303
Zm00001d014424	RLG00038Zm00001d00191
Zm00001d014424	DHH00002Zm00001d03308
Zm00001d014490	DHH00002Zm00001d08601
Zm00001d014503	RLX23297Zm00001d00001
Zm00001d014511	RLX18284Zm00001d00001
Zm00001d014511	DHH00002Zm00001d08604
Zm00001d014527	RLX20133Zm00001d00001
Zm00001d014543	RLX17840Zm00001d00001
Zm00001d014549	RLG00001Zm00001d13879
Zm00001d014567	DHH00002Zm00001d03319
Zm00001d014581	DHH00002Zm00001d08612
Zm00001d014601	RLX20127Zm00001d00001
Zm00001d014602	RLX20127Zm00001d00001
Zm00001d014619	RLX04483Zm00001d00001
Zm00001d014619	RLC01215Zm00001d00002
Zm00001d014637	RLC00002Zm00001d11856
Zm00001d014639	DHH00002Zm00001d08615
Zm00001d014647	DHH00002Zm00001d03327
Zm00001d014693	DHH00002Zm00001d03336
Zm00001d014710	DHH00002Zm00001d03340
Zm00001d014712	RLX17622Zm00001d00001
Zm00001d014724	DHH00002Zm00001d03342
Zm00001d014725	DHH00002Zm00001d03342
Zm00001d014741	DHH00002Zm00001d03345
Zm00001d014750	RLC00069Zm00001d00069
Zm00001d014769	DHH00002Zm00001d03347
Zm00001d014802	DHH00002Zm00001d08627
Zm00001d014829	DHH00002Zm00001d08631
Zm00001d014841	RLC00004Zm00001d09957
Zm00001d014868	RLC00002Zm00001d14003
Zm00001d014877	DHH00002Zm00001d03362
Zm00001d014878	DHH00002Zm00001d03362
Zm00001d014893	RIT00001Zm00001d00139
Zm00001d014905	RLC00016Zm00001d00667
Zm00001d014905	RLG00003Zm00001d12503
Zm00001d014905	RLX20117Zm00001d00001
Zm00001d014913	DHH00002Zm00001d03365
Zm00001d014922	RLG00003Zm00001d12804
Zm00001d014922	RLX23277Zm00001d00001
Zm00001d014927	DHH00002Zm00001d08638
Zm00001d014987	RLC00054Zm00001d00088
Zm00001d014987	DHH00002Zm00001d08642
Zm00001d015000	RLG23269Zm00001d00001
Zm00001d015005	RLC00004Zm00001d11830
Zm00001d015005	RLX01630Zm00001d00002
Zm00001d015017	RLG00005Zm00001d04056
Zm00001d015028	DHH00002Zm00001d03372
Zm00001d015039	DHH00002Zm00001d03376
Zm00001d015053	RLX02811Zm00001d00001
Zm00001d015055	RLX04695Zm00001d00001
Zm00001d015055	DHH00002Zm00001d03380
Zm00001d015070	RLC00500Zm00001d00004
Zm00001d015071	RLX20112Zm00001d00001
Zm00001d015072	RLX20112Zm00001d00001
Zm00001d015073	RLX18782Zm00001d00001
Zm00001d015074	RLX18782Zm00001d00001
Zm00001d015075	RLX18782Zm00001d00001
Zm00001d015074	DHH00002Zm00001d03383
Zm00001d015147	DHH00002Zm00001d03389
Zm00001d015150	DHH00002Zm00001d08650
Zm00001d015161	RLX01662Zm00001d00002
Zm00001d015162	RLG20110Zm00001d00001
Zm00001d015162	RLG00010Zm00001d00955
Zm00001d015169	RLC00042Zm00001d00103
Zm00001d015191	RLG00005Zm00001d04139
Zm00001d015192	RLG00005Zm00001d04139
Zm00001d015192	RLG00007Zm00001d03014
Zm00001d015219	RLX23256Zm00001d00001
Zm00001d015223	RLC00391Zm00001d00006
Zm00001d015221	RLC00391Zm00001d00006
Zm00001d015252	RLX20107Zm00001d00001
Zm00001d015253	RLX20107Zm00001d00001
Zm00001d015255	RLX20107Zm00001d00001
Zm00001d015256	RLX20107Zm00001d00001
Zm00001d015254	RLX20107Zm00001d00001
Zm00001d015253	RLX23253Zm00001d00001
Zm00001d015255	RLX23253Zm00001d00001
Zm00001d015254	RLX23253Zm00001d00001
Zm00001d015278	RLC00041Zm00001d00195
Zm00001d015278	RLG00008Zm00001d02568
Zm00001d015285	DHH00002Zm00001d08664
Zm00001d015286	DHH00002Zm00001d08664
Zm00001d015312	RLX17193Zm00001d00001
Zm00001d015320	DHH00002Zm00001d03401
Zm00001d015333	RLG00003Zm00001d11977
Zm00001d015333	RLC00015Zm00001d00623
Zm00001d015341	DHH01259Zm00001d00001
Zm00001d015358	RLC01127Zm00001d00004
Zm00001d015359	RLC01127Zm00001d00004
Zm00001d015360	RLC01127Zm00001d00004
Zm00001d015360	RLG00005Zm00001d03663
Zm00001d015368	RLG18064Zm00001d00001
Zm00001d015396	DHH00001Zm00001d03551
Zm00001d015417	DHH00002Zm00001d03408
Zm00001d015428	RLC00002Zm00001d14025
Zm00001d015432	RIT00001Zm00001d00056
Zm00001d015436	RLX18063Zm00001d00001
Zm00001d015458	RLC20101Zm00001d00001
Zm00001d015486	RLG00010Zm00001d01269
Zm00001d015487	RLG00010Zm00001d01269
Zm00001d015486	RLX00448Zm00001d00007
Zm00001d015487	RLX00448Zm00001d00007
Zm00001d015486	RLX09524Zm00001d00001
Zm00001d015487	RLX09524Zm00001d00001
Zm00001d015496	RLX18781Zm00001d00001
Zm00001d015496	RLG00001Zm00001d15437
Zm00001d015496	RLG00003Zm00001d09922
Zm00001d015496	RLG00006Zm00001d01707
Zm00001d015518	RLC00002Zm00001d11935
Zm00001d015532	DHH00001Zm00001d08843
Zm00001d015534	RLX09502Zm00001d00001
Zm00001d015551	RLX02478Zm00001d00002
Zm00001d015552	RLX02478Zm00001d00002
Zm00001d015562	RLG00006Zm00001d04067
Zm00001d015562	RLG00003Zm00001d11981
Zm00001d015587	RLX20089Zm00001d00001
Zm00001d015588	RLX20089Zm00001d00001
Zm00001d015588	RLX23219Zm00001d00001
Zm00001d015606	RLG00006Zm00001d04134
Zm00001d015610	RLX20086Zm00001d00001
Zm00001d015610	DHH00002Zm00001d03436
Zm00001d015611	DHH00001Zm00001d03602
Zm00001d015616	DHH00002Zm00001d03437
Zm00001d015629	RLX20084Zm00001d00001
Zm00001d015645	RLX23210Zm00001d00001
Zm00001d015669	DHH00001Zm00001d08869
Zm00001d015682	RLG00078Zm00001d00021
Zm00001d015683	RLX20078Zm00001d00001
Zm00001d015684	RLG00006Zm00001d04129
Zm00001d015685	RLG00006Zm00001d04129
Zm00001d015687	RLX17927Zm00001d00001
Zm00001d015687	RLX18062Zm00001d00001
Zm00001d015690	DHH00002Zm00001d03445
Zm00001d015695	RLC17575Zm00001d00001
Zm00001d015693	RLC17575Zm00001d00001
Zm00001d015706	RLG00010Zm00001d01267
Zm00001d015706	RLG00001Zm00001d16034
Zm00001d015706	RLX23194Zm00001d00001
Zm00001d015709	RLG00227Zm00001d00008
Zm00001d015711	RLG00227Zm00001d00008
Zm00001d015709	RLX09434Zm00001d00001
Zm00001d015718	RLX20072Zm00001d00001
Zm00001d015719	RLC00034Zm00001d00249
Zm00001d015719	RLG00036Zm00001d00131
Zm00001d015748	RLX00532Zm00001d00006
Zm00001d015747	RLX00532Zm00001d00006
Zm00001d015748	DHH00024Zm00001d00081
Zm00001d015747	DHH00024Zm00001d00081
Zm00001d015766	DHH00002Zm00001d08706
Zm00001d015770	DHH00002Zm00001d03460
Zm00001d015774	RLX23175Zm00001d00001
Zm00001d015775	RLX23175Zm00001d00001
Zm00001d015774	DHH00001Zm00001d08916
Zm00001d015775	DHH00001Zm00001d08916
Zm00001d015809	RLX20061Zm00001d00001
Zm00001d015812	DHH00002Zm00001d08717
Zm00001d015814	DHH00001Zm00001d03703
Zm00001d015824	DHH00002Zm00001d03469
Zm00001d015830	RLC00016Zm00001d00660
Zm00001d015830	RLX20056Zm00001d00001
Zm00001d015830	RLG00006Zm00001d01794
Zm00001d015848	RLC00016Zm00001d00661
Zm00001d015849	RLC00016Zm00001d00661
Zm00001d015849	RLX20053Zm00001d00001
Zm00001d015849	DHH00002Zm00001d08725
Zm00001d015857	RLG04738Zm00001d00002
Zm00001d015860	DHH00002Zm00001d03472
Zm00001d015870	DHH00002Zm00001d03474
Zm00001d015898	DHH00002Zm00001d03479
Zm00001d015914	RLC00002Zm00001d11954
Zm00001d015935	RLX20048Zm00001d00001
Zm00001d015935	RLC00521Zm00001d00004
Zm00001d015935	RLG00001Zm00001d08201
Zm00001d015939	RLX17719Zm00001d00001
Zm00001d015976	RLX09240Zm00001d00001
Zm00001d015980	RLX09235Zm00001d00001
Zm00001d015981	RLX09235Zm00001d00001
Zm00001d015987	RLG18757Zm00001d00001
Zm00001d015987	RLG00381Zm00001d00004
Zm00001d015995	DHH00002Zm00001d03488
Zm00001d016007	RLG00001Zm00001d08266
Zm00001d016011	RLG00001Zm00001d16078
Zm00001d016012	RLG00001Zm00001d16078
Zm00001d016011	RLG00007Zm00001d03243
Zm00001d016012	RLG00007Zm00001d03243
Zm00001d016012	DHH00002Zm00001d08745
Zm00001d016015	RLX09218Zm00001d00001
Zm00001d016026	RLG18755Zm00001d00001
Zm00001d016026	RLX20039Zm00001d00001
Zm00001d016039	DHH00002Zm00001d03497
Zm00001d016040	RLC00442Zm00001d00005
Zm00001d016045	DHH00002Zm00001d03498
Zm00001d016055	DHH00002Zm00001d08747
Zm00001d016056	DHH01430Zm00001d00001
Zm00001d016057	RLG00021Zm00001d00426
Zm00001d016057	RLG00006Zm00001d03411
Zm00001d016068	RLC00004Zm00001d11369
Zm00001d016069	RLC00004Zm00001d11369
Zm00001d016068	RLG00001Zm00001d14053
Zm00001d016069	RLG00001Zm00001d14053
Zm00001d016069	RLX02753Zm00001d00001
Zm00001d016096	DHH00001Zm00001d03792
Zm00001d016101	DHH00002Zm00001d08755
Zm00001d016122	DHH00002Zm00001d08757
Zm00001d016146	RLC00041Zm00001d00213
Zm00001d016157	DHH00002Zm00001d03513
Zm00001d016161	DHH00002Zm00001d03514
Zm00001d016162	DHH00002Zm00001d03514
Zm00001d016190	RLC00022Zm00001d00244
Zm00001d016194	RLC00063Zm00001d00043
Zm00001d016195	RLX00783Zm00001d00003
Zm00001d016196	RLX00783Zm00001d00003
Zm00001d016195	RLC00004Zm00001d05575
Zm00001d016196	RLC00004Zm00001d05575
Zm00001d016195	DHH00002Zm00001d03520
Zm00001d016196	DHH00002Zm00001d03520
Zm00001d016202	DHH00002Zm00001d03521
Zm00001d016204	RLX17155Zm00001d00001
Zm00001d016206	RLX17155Zm00001d00001
Zm00001d016208	RLC16879Zm00001d00001
Zm00001d016211	RLC16879Zm00001d00001
Zm00001d016212	RLC16879Zm00001d00001
Zm00001d016214	RLC16879Zm00001d00001
Zm00001d016212	DHH00002Zm00001d03522
Zm00001d016214	DHH00002Zm00001d03522
Zm00001d016221	DHH01420Zm00001d00001
Zm00001d016239	RLX18752Zm00001d00001
Zm00001d016239	RLG00300Zm00001d00003
Zm00001d016245	RLX23106Zm00001d00001
Zm00001d016291	RLG00003Zm00001d09990
Zm00001d016312	RLC00498Zm00001d00005
Zm00001d016312	RLX23098Zm00001d00001
Zm00001d016316	RLG00009Zm00001d01554
Zm00001d016315	RLG00009Zm00001d01554
Zm00001d016318	RLG18261Zm00001d00001
Zm00001d016318	DHH00193Zm00001d00004
Zm00001d016319	RLG00889Zm00001d00005
Zm00001d016327	RLC00002Zm00001d14052
Zm00001d016330	RLG00175Zm00001d00020
Zm00001d016333	RLG00003Zm00001d09992
Zm00001d016348	DHH00265Zm00001d00001
Zm00001d016356	DHH00002Zm00001d03541
Zm00001d016370	DHH00002Zm00001d08785
Zm00001d016388	DTT12820Zm00001d00001
Zm00001d016389	RLX20026Zm00001d00001
Zm00001d016391	RLX20026Zm00001d00001
Zm00001d016424	RLC00002Zm00001d14053
Zm00001d016436	DHH00002Zm00001d03559
Zm00001d016445	DHH00002Zm00001d03560
Zm00001d016448	DHH00002Zm00001d03561
Zm00001d016449	DHH01408Zm00001d00001
Zm00001d016466	RLC18745Zm00001d00001
Zm00001d016467	RLG00003Zm00001d09999
Zm00001d016468	RLG00003Zm00001d09999
Zm00001d016467	RLC00004Zm00001d05633
Zm00001d016468	RLC00004Zm00001d05633
Zm00001d016467	DHH00002Zm00001d08793
Zm00001d016476	DHH00004Zm00001d01292
Zm00001d016488	DHH00001Zm00001d09025
Zm00001d016489	DHH00001Zm00001d09025
Zm00001d016508	DHH00002Zm00001d03567
Zm00001d016532	RLC20021Zm00001d00001
Zm00001d016533	RLC20021Zm00001d00001
Zm00001d016532	RLG00001Zm00001d14100
Zm00001d016533	RLG00001Zm00001d14100
Zm00001d016532	DHH00002Zm00001d08800
Zm00001d016533	DHH00002Zm00001d08800
Zm00001d016555	RLC00002Zm00001d12000
Zm00001d016556	RLC00002Zm00001d12000
Zm00001d016573	DHH00002Zm00001d08804
Zm00001d016596	RLX23077Zm00001d00001
Zm00001d016611	DHH00002Zm00001d08806
Zm00001d016650	DHH00002Zm00001d03583
Zm00001d016717	DHH00001Zm00001d03881
Zm00001d016727	RLX23068Zm00001d00001
Zm00001d016728	RLX23068Zm00001d00001
Zm00001d016727	DHH00002Zm00001d08812
Zm00001d016729	DHH00002Zm00001d03589
Zm00001d016734	DHH01400Zm00001d00001
Zm00001d016757	DHH00002Zm00001d08815
Zm00001d016777	RLC00508Zm00001d00007
Zm00001d016777	RLC00002Zm00001d15212
Zm00001d016808	DHH00002Zm00001d08820
Zm00001d016867	DHH00210Zm00001d00001
Zm00001d016870	RLC23065Zm00001d00001
Zm00001d016871	RLC23065Zm00001d00001
Zm00001d016903	DHH00002Zm00001d03616
Zm00001d016905	DHH00002Zm00001d03616
Zm00001d016912	DHH00002Zm00001d03618
Zm00001d016913	DHH00002Zm00001d03619
Zm00001d016923	DHH00002Zm00001d03621
Zm00001d016976	DHH00002Zm00001d03626
Zm00001d017035	RLC02333Zm00001d00002
Zm00001d017035	RLX20013Zm00001d00001
Zm00001d017039	DHH00002Zm00001d03631
Zm00001d017040	DHH00002Zm00001d03631
Zm00001d017066	DHH00002Zm00001d08841
Zm00001d017093	DHH00002Zm00001d03636
Zm00001d017109	RLC00004Zm00001d10064
Zm00001d017108	RLC00004Zm00001d10064
Zm00001d017108	DHH00002Zm00001d08846
Zm00001d017115	RLX00941Zm00001d00004
Zm00001d017116	RLX00941Zm00001d00004
Zm00001d017115	RLC00002Zm00001d14080
Zm00001d017116	RLC00002Zm00001d14080
Zm00001d017116	RLX23055Zm00001d00001
Zm00001d017127	DTT13041Zm00001d00016
Zm00001d017161	RLG00011Zm00001d01209
Zm00001d017161	RLG00003Zm00001d10063
Zm00001d017161	RLG00003Zm00001d05203
Zm00001d017188	RLX23050Zm00001d00001
Zm00001d017191	RLC20008Zm00001d00001
Zm00001d017217	RLC00015Zm00001d00780
Zm00001d017217	DHH00002Zm00001d08860
Zm00001d017226	RLC00002Zm00001d15234
Zm00001d017226	DHH00002Zm00001d08862
Zm00001d017228	RLG00043Zm00001d00149
Zm00001d017228	DHH00002Zm00001d03648
Zm00001d017229	RLX04676Zm00001d00001
Zm00001d017229	DHH00001Zm00001d09065
Zm00001d017233	RLX18257Zm00001d00001
Zm00001d017234	RLX18257Zm00001d00001
Zm00001d017237	RLX18257Zm00001d00001
Zm00001d017236	RLX18257Zm00001d00001
Zm00001d017237	RLX02354Zm00001d00002
Zm00001d017236	RLX02354Zm00001d00002
Zm00001d017237	RLX20006Zm00001d00001
Zm00001d017236	RLX20006Zm00001d00001
Zm00001d017257	RLX23045Zm00001d00001
Zm00001d017302	RLX23042Zm00001d00001
Zm00001d017301	RLX23042Zm00001d00001
Zm00001d017316	DHH00002Zm00001d03655
Zm00001d017318	DHH00002Zm00001d08870
Zm00001d017334	RLX23040Zm00001d00001
Zm00001d017339	RLX20004Zm00001d00001
Zm00001d017368	DHH00002Zm00001d08875
Zm00001d017389	RLC00169Zm00001d00015
Zm00001d017389	DHH00002Zm00001d08879
Zm00001d017410	DHH00002Zm00001d08881
Zm00001d017430	DHH00002Zm00001d08883
Zm00001d017465	DHH00002Zm00001d08887
Zm00001d017479	DHH00002Zm00001d08889
Zm00001d017490	RLC00002Zm00001d12064
Zm00001d017489	RLC00002Zm00001d12064
Zm00001d017506	DHH00002Zm00001d08892
Zm00001d017517	DHH00002Zm00001d08893
Zm00001d017521	DHH00002Zm00001d03674
Zm00001d017552	DHH00002Zm00001d03678
Zm00001d017562	DHH00002Zm00001d03682
Zm00001d017570	RLX18051Zm00001d00001
Zm00001d017585	RLX19999Zm00001d00001
Zm00001d017586	RLX19999Zm00001d00001
Zm00001d017589	RLX19999Zm00001d00001
Zm00001d017588	RLX19999Zm00001d00001
Zm00001d017589	RLX03091Zm00001d00002
Zm00001d017588	RLX03091Zm00001d00002
Zm00001d017593	RLX01420Zm00001d00001
Zm00001d017627	RLX18738Zm00001d00001
Zm00001d017634	DHH00002Zm00001d08904
Zm00001d017644	DHH00002Zm00001d03693
Zm00001d017661	DHH00002Zm00001d03695
Zm00001d017731	RLX18047Zm00001d00001
Zm00001d017732	RLX18047Zm00001d00001
Zm00001d017733	RLX18047Zm00001d00001
Zm00001d017734	RLX18047Zm00001d00001
Zm00001d017735	RLX18047Zm00001d00001
Zm00001d017736	RLX18047Zm00001d00001
Zm00001d017737	RLX18047Zm00001d00001
Zm00001d017740	RLX18047Zm00001d00001
Zm00001d017732	RLG18256Zm00001d00001
Zm00001d017733	RLG18256Zm00001d00001
Zm00001d017734	RLG18256Zm00001d00001
Zm00001d017735	RLG18256Zm00001d00001
Zm00001d017736	RLG18256Zm00001d00001
Zm00001d017737	RLG18256Zm00001d00001
Zm00001d017732	RLX08882Zm00001d00001
Zm00001d017733	RLX08882Zm00001d00001
Zm00001d017734	RLX08882Zm00001d00001
Zm00001d017735	RLX18736Zm00001d00001
Zm00001d017736	RLX18736Zm00001d00001
Zm00001d017737	RLX18736Zm00001d00001
Zm00001d017737	RLC00501Zm00001d00004
Zm00001d017743	DHH00002Zm00001d03700
Zm00001d017749	DHH00002Zm00001d03703
Zm00001d017750	DHH00002Zm00001d03703
Zm00001d017774	DHH00002Zm00001d08908
Zm00001d017775	DHH00002Zm00001d08908
Zm00001d017776	DHH00002Zm00001d08908
Zm00001d017794	DHH00002Zm00001d03707
Zm00001d017797	DHH00002Zm00001d03708
Zm00001d017843	DHH00002Zm00001d08911
Zm00001d017844	DHH00002Zm00001d08911
Zm00001d017855	RLX08869Zm00001d00001
Zm00001d017867	RLX18254Zm00001d00001
Zm00001d017868	RLX18254Zm00001d00001
Zm00001d017903	DHH00002Zm00001d08915
Zm00001d017938	DHH00002Zm00001d03721
Zm00001d017973	DHH00002Zm00001d08919
Zm00001d018000	DHH00002Zm00001d08922
Zm00001d017999	DHH00002Zm00001d08922
Zm00001d018002	RLG00003Zm00001d12522
Zm00001d018003	RLG00003Zm00001d12522
Zm00001d018003	RLX01734Zm00001d00003
Zm00001d018010	RLG00001Zm00001d16068
Zm00001d018012	RLG00001Zm00001d16068
Zm00001d018011	RLG00001Zm00001d16068
Zm00001d018012	DHH00002Zm00001d03725
Zm00001d018013	DHH00002Zm00001d03727
Zm00001d018021	DHH00002Zm00001d08925
Zm00001d018022	DHH00002Zm00001d08925
Zm00001d018083	DTH00098Zm00001d00162
Zm00001d018084	DTH00098Zm00001d00162
Zm00001d018083	DHH00002Zm00001d03735
Zm00001d018084	DHH00002Zm00001d03735
Zm00001d018110	DHH00032Zm00001d00054
Zm00001d018189	DHH00002Zm00001d03749
Zm00001d018250	DHH00002Zm00001d03751
Zm00001d018294	DHH00002Zm00001d03753
Zm00001d018313	DHH00002Zm00001d03758
Zm00001d018315	DHH00002Zm00001d03759
Zm00001d018317	DHH00442Zm00001d00002
Zm00001d018368	DHH00002Zm00001d03764
Zm00001d018373	DHH00002Zm00001d03765
Zm00001d018376	DHH00002Zm00001d08944
Zm00001d018458	DHH00002Zm00001d03771
Zm00001d018505	RLG00012Zm00001d00755
Zm00001d018505	RLG00003Zm00001d10131
Zm00001d018505	RLG00003Zm00001d05338
Zm00001d018550	DHH00002Zm00001d03774
Zm00001d018551	DHH00002Zm00001d03774
Zm00001d018568	RLG00012Zm00001d00979
Zm00001d018572	DHH00002Zm00001d03777
Zm00001d018572	RIT00001Zm00001d00137
Zm00001d034971	DHH00002Zm00001d03780
Zm00001d034972	DHH00002Zm00001d03780
Zm00001d034981	RLG17259Zm00001d00001
Zm00001d034981	RLG00164Zm00001d00024
Zm00001d035049	DHH00002Zm00001d03788
Zm00001d035060	DHH00002Zm00001d03790
Zm00001d035061	DHH00002Zm00001d03790
Zm00001d035062	DHH00002Zm00001d03790
Zm00001d035070	DHH00002Zm00001d03792
Zm00001d035099	RLC00002Zm00001d14351
Zm00001d035099	RLC00004Zm00001d10585
Zm00001d035102	RLX18601Zm00001d00001
Zm00001d035109	RLX08772Zm00001d00001
Zm00001d035131	DHH00002Zm00001d08964
Zm00001d035143	RLX18598Zm00001d00001
Zm00001d035155	RLX22141Zm00001d00001
Zm00001d035159	RLC19655Zm00001d00001
Zm00001d035174	RLX17704Zm00001d00001
Zm00001d035179	RLG00825Zm00001d00004
Zm00001d035180	RLG00825Zm00001d00004
Zm00001d035182	RLG22138Zm00001d00001
Zm00001d035187	RLG00003Zm00001d12218
Zm00001d035189	RLG00003Zm00001d12218
Zm00001d035187	RLG00007Zm00001d02740
Zm00001d035189	RLG00007Zm00001d02740
Zm00001d035187	RLX02713Zm00001d00001
Zm00001d035189	RLX00814Zm00001d00001
Zm00001d035203	DHH00002Zm00001d08967
Zm00001d035204	DHH00002Zm00001d08967
Zm00001d035205	DHH00002Zm00001d03802
Zm00001d035209	RLG00001Zm00001d16027
Zm00001d035210	RLG00001Zm00001d16027
Zm00001d035209	RLC00004Zm00001d11581
Zm00001d035210	RLC00004Zm00001d11581
Zm00001d035209	DHH00002Zm00001d08969
Zm00001d035210	DHH00002Zm00001d08969
Zm00001d035215	RLG00007Zm00001d02743
Zm00001d035222	RLX01452Zm00001d00001
Zm00001d035223	RLG00007Zm00001d03178
Zm00001d035223	RLX00210Zm00001d00018
Zm00001d035226	RLG00027Zm00001d00185
Zm00001d035226	DTC00108Zm00001d00005
Zm00001d035238	RLG00008Zm00001d02744
Zm00001d035238	RLX08714Zm00001d00001
Zm00001d035243	RLX17605Zm00001d00001
Zm00001d035244	RLG00006Zm00001d01927
Zm00001d035245	RLG00006Zm00001d01927
Zm00001d035253	RLG00309Zm00001d00011
Zm00001d035253	RLC00002Zm00001d14861
Zm00001d035257	DHH00002Zm00001d03810
Zm00001d035258	DHH00002Zm00001d03810
Zm00001d035265	RLG00017Zm00001d00623
Zm00001d035265	RLG00001Zm00001d15675
Zm00001d035286	DHH00002Zm00001d08984
Zm00001d035297	RLC00002Zm00001d14358
Zm00001d035303	RLG00557Zm00001d00007
Zm00001d035310	DTT16753Zm00001d00033
Zm00001d035331	RLX19647Zm00001d00001
Zm00001d035336	RLG00300Zm00001d00005
Zm00001d035344	DHH00002Zm00001d08991
Zm00001d035348	RLX19644Zm00001d00001
Zm00001d035349	RLX19644Zm00001d00001
Zm00001d035350	RLX19644Zm00001d00001
Zm00001d035351	RLX19644Zm00001d00001
Zm00001d035360	RLX22106Zm00001d00001
Zm00001d035360	RLX14021Zm00001dS0024
Zm00001d035365	RLC00030Zm00001d00356
Zm00001d035370	DHH00002Zm00001d08994
Zm00001d035382	RLX22101Zm00001d00001
Zm00001d035391	RLX17893Zm00001d00001
Zm00001d035390	RLX17893Zm00001d00001
Zm00001d035393	DHH00002Zm00001d03825
Zm00001d035396	RLG19639Zm00001d00001
Zm00001d035409	DHH01148Zm00001d00001
Zm00001d035411	DHH01148Zm00001d00001
Zm00001d035416	DHH00002Zm00001d08998
Zm00001d035430	RLX17040Zm00001d00001
Zm00001d035431	RLX17040Zm00001d00001
Zm00001d035432	RLX17040Zm00001d00001
Zm00001d035436	DHH00002Zm00001d03828
Zm00001d035463	DHH00002Zm00001d09004
Zm00001d035465	DHH00002Zm00001d09004
Zm00001d035466	DHH00002Zm00001d09004
Zm00001d035471	RLC18584Zm00001d00001
Zm00001d035471	RLC00029Zm00001d00350
Zm00001d035471	RLX03210Zm00001d00002
Zm00001d035484	DHH00002Zm00001d03835
Zm00001d035497	DHH00002Zm00001d03836
Zm00001d035522	RLX18192Zm00001d00001
Zm00001d035528	RLC00029Zm00001d00372
Zm00001d035528	RLG00007Zm00001d03081
Zm00001d035528	RLG00001Zm00001d14734
Zm00001d035534	DHH00002Zm00001d03841
Zm00001d035537	DHH00002Zm00001d03844
Zm00001d035538	RLX22072Zm00001d00001
Zm00001d035539	RLX22072Zm00001d00001
Zm00001d035546	RLG00008Zm00001d02966
Zm00001d035554	RLG00003Zm00001d12228
Zm00001d035554	RLG22068Zm00001d00001
Zm00001d035560	RLG00043Zm00001d00092
Zm00001d035559	RLG00043Zm00001d00092
Zm00001d035562	RLG00106Zm00001d00028
Zm00001d035563	RLG00106Zm00001d00028
